"gene" "SRR5311879" "SRR5311880" "SRR5311881" "SRR5311882" "SRR5311883" "SRR5311884"
"1" "FBgn0000008" 6.58665640627683 6.72545726457463 5.59464419333908 5.11291874358423 5.89267982286901 4.06071919462863
"2" "FBgn0000014" 8.30293600742532 7.46347257883343 8.8915642334349 6.9864645897009 7.23203066965392 6.25843735137015
"3" "FBgn0000015" 6.02551848218385 5.59608451364176 6.5599569243155 6.3305630726056 6.01473690869914 5.42425005857155
"4" "FBgn0000017" 14.0658512348126 15.7661882909172 12.8303656701716 13.6945403629856 14.5091658555647 12.460531095227
"5" "FBgn0000018" 0 0 0 0 0 0
"6" "FBgn0000022" 0.36011967646489 0.0888668937557666 0 0.546470536205587 0.185673703409842 0
"7" "FBgn0000024" 11.8715699013254 10.8899602741041 11.7378910653382 13.7633831830415 12.8423043831904 11.7745433081735
"8" "FBgn0000028" 1.75086359029154 1.54614630977144 1.47394934940884 1.53142686040473 1.8319564729823 1.26872637165925
"9" "FBgn0000032" 38.1740325101653 42.6242513478072 34.832040162162 34.8747562667668 34.8025074394574 38.7470461854483
"10" "FBgn0000036" 1.03633428451849 0.958941234884297 0.867627311471154 1.82545216311908 2.14485570680478 1.70220273536906
"11" "FBgn0000037" 2.77624428533926 2.45378301719193 2.40827971644274 2.95009588867796 2.95289353270216 2.70856201861706
"12" "FBgn0000038" 31.8536432307872 31.9955084992538 42.3899708425996 31.7740273250065 39.472162983038 25.8266485950891
"13" "FBgn0000039" 4.48349646968387 3.34132339118606 4.39547027996376 3.54191775591081 3.07655728347105 3.24039274409291
"14" "FBgn0000042" 993.117461903259 1070.99966373187 1152.44599788178 951.446850203291 967.995738714631 931.48255028214
"15" "FBgn0000043" 165.179293124851 175.126863958911 164.418680642108 191.078098740617 186.217627030206 181.557925540752
"16" "FBgn0000044" 1383.62380402642 1229.07106431126 1830.59680399177 1199.82192553534 1276.80490847842 1272.99506845281
"17" "FBgn0000045" 1997.41442346592 1566.86873785388 2403.21756091359 1598.42889327239 1724.57784394622 1825.52458710936
"18" "FBgn0000046" 563.601959814338 454.610776635025 689.906762719703 487.038331640892 501.671754030774 562.253582831768
"19" "FBgn0000047" 1534.23479153933 1279.27216272467 2838.1285860339 1497.78200003059 1787.43636907533 2274.21129681221
"20" "FBgn0000052" 0 0 0 0 0 0
"21" "FBgn0000053" 0 0 0 0 0 0.0524511739388502
"22" "FBgn0000055" 1938.17881787745 1967.95669734885 0.169741674488707 2840.63430007158 2835.43301261071 0.168089366759478
"23" "FBgn0000056" 1.76279310442508 1.98931236164331 0 3.42941068772435 3.40770409916061 0
"24" "FBgn0000057" 22.829402835005 22.7043323679612 20.6258113955582 21.333226208548 20.8438397600385 19.7899993920776
"25" "FBgn0000061" 0 0 0 0 0 0
"26" "FBgn0000063" 8.3057394544941 8.54907439762037 5.72424229540188 7.45193296327953 6.65145616566023 6.38790329854946
"27" "FBgn0000064" 2162.98696759529 2106.04648342362 2243.29481313714 2372.99295426174 2358.93706285011 2088.08468943709
"28" "FBgn0000071" 5.68394543264558 5.55329644214337 0.55736433876002 5.14549679819025 6.17689384797783 0.297309625353367
"29" "FBgn0000075" 3.10676363847133 2.76080296470352 2.85082434562983 3.19406481009554 3.21798779781914 3.52585327655408
"30" "FBgn0000077" 10.9250711366391 11.1735024983652 11.2270468600093 11.9637610805317 11.6144812496204 12.4023167951516
"31" "FBgn0000078" 204.336799810819 228.24070715989 165.583865524568 315.766722654653 321.298171513672 283.855013451977
"32" "FBgn0000079" 547.348231481657 551.792181227316 442.779526168092 223.597124105404 240.387338379355 149.46686745815
"33" "FBgn0000083" 290.357633800689 286.778217084848 390.893510241635 232.932517951433 235.774606975613 249.240770807441
"34" "FBgn0000084" 85.0570784535343 82.3316833634338 79.3951768446861 81.5935862717547 87.194697130562 69.2823493796347
"35" "FBgn0000092" 13.6747642797901 8.82168927911523 59.844223471437 9.36131908933668 11.0126398741223 41.0953556536534
"36" "FBgn0000094" 1067.41515730915 1057.49374882518 1064.30650787929 662.15894250934 627.72436850769 1030.77097628708
"37" "FBgn0000097" 0 0 0.014006928105112 0 0 0
"38" "FBgn0000100" 1403.01910660526 1482.01841517422 1366.42516158696 1433.34814571247 1451.28815704526 1213.93876790944
"39" "FBgn0000108" 30.364148458435 26.9136513305698 32.1030552151078 31.7179271711662 33.0453174278402 27.1141784954886
"40" "FBgn0000109" 21.2457437827092 20.1988715877753 18.9807947212952 22.2426809496361 20.7562596593915 24.9832825954339
"41" "FBgn0000114" 0.0197116005556862 0.0296635935874596 0 0.032217984618466 0 0.0220862578198554
"42" "FBgn0000115" 50.4913845435976 58.5894976910684 58.6021294540471 50.270185003048 51.7356855910046 47.736895194936
"43" "FBgn0000116" 1302.53977571533 1214.89482173015 1297.58495663592 1672.1579606838 1676.1149367478 1404.65741825788
"44" "FBgn0000117" 117.572378431902 132.208212125073 111.67960798238 113.378800707442 113.155885999506 101.898199674713
"45" "FBgn0000119" 9.03100042353953 9.22754985897629 8.66001225222039 7.66039898151654 8.11082392805546 7.06414327358815
"46" "FBgn0000120" 697.059121414372 661.260159810273 729.973053736383 630.513587760453 627.08333094211 502.652043109777
"47" "FBgn0000121" 693.41210843322 656.496289517535 783.040902829215 815.623064578071 797.451850445889 693.121017308751
"48" "FBgn0000137" 0.395053524909309 0.307374486542834 0 0.486900495419589 0.350792927793398 0.0316273259015164
"49" "FBgn0000139" 31.1007760076401 32.8281938157827 26.4191339574675 24.2778649723656 22.8984438018923 21.321828722896
"50" "FBgn0000140" 17.3985704158076 21.4203884326812 13.6669987073698 17.862669969005 16.16992202887 16.8780480140077
"51" "FBgn0000146" 0 0 0 0 0 0
"52" "FBgn0000147" 19.2688893776574 24.9253223451057 18.4802917955122 23.0152921355589 20.4333408526642 26.1562284868142
"53" "FBgn0000150" 1446.0394277179 1642.30778221887 1421.87046599907 1493.65266022276 1494.84294839418 1206.82410466863
"54" "FBgn0000152" 10.6794914970995 10.9653846177008 11.4625952588059 10.0125347740539 9.58616803871358 10.5280625658558
"55" "FBgn0000153" 50.2394621075733 48.7757694008124 0.0366164132373311 0 0 0
"56" "FBgn0000157" 3.63652653746873 3.33920231533449 3.93201942633299 3.25854805734099 3.21562043759857 2.5537140126171
"57" "FBgn0000158" 4.91775612361829 7.33752578589653 4.32473191934097 3.99278249547962 3.74377991134953 5.7161971953595
"58" "FBgn0000163" 15.369151577723 15.3832354584489 15.1051594804762 14.4896461299492 14.3170865662045 14.5727372121322
"59" "FBgn0000166" 8.25382408625488 10.2837094816445 8.68012637613417 8.77000560058397 10.4300428042789 11.2456434136832
"60" "FBgn0000173" 162.922659575455 180.948589280924 164.744453453687 147.814330820364 147.131769721112 146.889495619237
"61" "FBgn0000179" 1.17813053784734 1.2658154399144 1.15407015095109 0.98537279252984 1.1375690613142 0.977498040546947
"62" "FBgn0000180" 0 0 0 0 0 0
"63" "FBgn0000181" 649.079664650152 736.918409059697 651.486298782964 661.512551376737 646.365288565521 589.879799683572
"64" "FBgn0000182" 64.6147882813374 77.7122390812174 57.6065607926372 64.594456462372 62.4532407020251 0
"65" "FBgn0000183" 38.1166547843947 41.1503184143748 39.9637255840085 39.9965917628296 38.3942528908228 43.8705359863364
"66" "FBgn0000206" 13.1879517002778 12.3782319239962 13.9368539650207 14.0243215993815 14.2464026179664 12.9527198634805
"67" "FBgn0000212" 20.4276398249074 22.0100580575987 18.1790474305798 21.69786163406 20.04054412508 19.4379064289202
"68" "FBgn0000216" 4.84951489738181 3.96976147576193 0 4.68003255738054 3.30877573973567 0
"69" "FBgn0000221" 5.79310484262438 6.58437279833608 7.96365420203889 6.49101743233665 6.46421025551308 5.58629958068858
"70" "FBgn0000227" 0 0 0 0 0 0
"71" "FBgn0000228" 0 0 0 0 0 0
"72" "FBgn0000229" 0 0 0 0 0 0
"73" "FBgn0000233" 0.390416796235123 0.386718092091953 0.560083692079821 0.419699263159629 0.523619248659837 0.437502077145546
"74" "FBgn0000239" 59.5083028858721 62.6781540719014 59.2729361701002 58.8203825505039 59.2987471898903 63.6108012926549
"75" "FBgn0000241" 2.33370196144091 2.6352946913418 2.88965248272122 3.53427654678986 3.78787754660984 2.91226407280644
"76" "FBgn0000244" 39.9387447933145 36.5141145397021 40.5985929666042 33.1081654970738 33.8092530953683 32.0134164316717
"77" "FBgn0000246" 8.80887749000027 10.4986359708648 8.95061665299943 13.3605780819614 15.0985283959401 14.2329944615198
"78" "FBgn0000247" 13.0681661320445 12.9930042561515 12.9675999256714 13.7684309489308 13.2011864154835 10.2416371553375
"79" "FBgn0000250" 103.683597401043 111.191680356451 135.386913630915 95.9014234861396 91.918659946958 0
"80" "FBgn0000251" 33.011718924925 37.0547600049432 30.8270698910579 33.4282820669062 34.5019132140727 34.3664796085129
"81" "FBgn0000253" 842.907493805568 872.668198705763 912.530572644034 770.846169083447 777.989582989689 879.904339609088
"82" "FBgn0000256" 0 0 0 0.0371177799611641 0 0
"83" "FBgn0000257" 9.17386408474594 9.677524383129 8.82058042934504 9.2815669466075 8.9688249569166 8.71400345974732
"84" "FBgn0000259" 113.49293550247 124.447860691364 117.334676747311 122.008063674691 118.657117408435 129.280210269623
"85" "FBgn0000261" 396.364611441974 386.68032592986 395.669627319013 412.620320612938 417.799330284636 350.96180348846
"86" "FBgn0000273" 0 0 0 0 0 0.0142516447230993
"87" "FBgn0000274" 22.2712687117041 22.4101049431612 18.4170999854501 25.3801675902065 23.8239044704242 21.8802068796353
"88" "FBgn0000276" 103.184651870506 104.146574234727 228.159099197867 46.7879253699529 47.3163998133623 113.789274033278
"89" "FBgn0000277" 2.17143923014766 1.27308722811197 20.5141721888882 0.436393056790412 0.441735466462402 5.83097288608028
"90" "FBgn0000278" 2.41784880409035 3.25715045032177 46.6480725908149 1.51883938065857 0.308267459150638 15.5479504914872
"91" "FBgn0000279" 11.3129955480364 10.7118218715653 239.889342472031 4.77025443903012 4.0905385823663 59.480359832829
"92" "FBgn0000280" 0 0 0 0 0 0
"93" "FBgn0000281" 0 0 0 0 0 2.31278348987169
"94" "FBgn0000283" 38.0143768064239 41.6462745881557 36.2093738345811 39.6752875371348 37.4000108116777 38.6270571045669
"95" "FBgn0000286" 0 0.0178442180431321 0 0.0942612086427276 0.19245591007088 0.0623989629238964
"96" "FBgn0000287" 0 0 0 0 0 0
"97" "FBgn0000289" 41.4230337904223 49.4834733795593 39.6947228409657 39.0619760796416 39.4430208887238 35.9416473027733
"98" "FBgn0000299" 0.0114970562216582 0 0 0.0233598959509656 0.0119254585957151 0
"99" "FBgn0000303" 7.4167626807338 6.40916782824743 7.81518025884033 6.86708540836926 7.84496235412129 7.08079282613702
"100" "FBgn0000307" 22.7093681958819 25.3651988240039 20.3884947877525 23.3319882236534 22.891415804389 0
"101" "FBgn0000308" 0.0816392617639202 0 0.0863134821954434 0 0.0842361567226123 0.0916807433152245
"102" "FBgn0000316" 29.4641315609523 32.0648117590538 26.8620209459116 28.9989860195362 27.6212821269758 29.4455255754773
"103" "FBgn0000317" 11.162416893504 10.8861172350216 11.7117966910072 10.7162493094892 11.1565533755714 0
"104" "FBgn0000318" 0 0 0 0 0 0
"105" "FBgn0000319" 95.1151267862919 100.777092776744 97.0296806178685 106.094799803687 106.47498861407 100.74170260277
"106" "FBgn0000320" 0 0 0 0 0 0
"107" "FBgn0000326" 17.6439404680396 19.136700408667 15.6803197192347 21.3301959923767 19.8559750866501 20.5587784701919
"108" "FBgn0000330" 17.1135956404034 17.4720551319135 15.8433587110373 15.2191444891025 14.5946418202189 14.2008719276781
"109" "FBgn0000337" 0.874883435937724 0.66905622017279 0.800504430043055 1.16982024870813 1.35833185241966 0.802633016885669
"110" "FBgn0000339" 77.4951669796743 79.932543783937 82.9377668827963 75.8152703715837 71.037489674186 0
"111" "FBgn0000346" 39.8142620890716 33.8318735573588 41.3700232693218 35.6005694800639 36.5780895707366 35.5578151929796
"112" "FBgn0000351" 0 0 0 0 0 0
"113" "FBgn0000352" 9.61771256168671 11.1779105594191 8.79774749228164 9.46090892966873 8.51139906634109 8.85973774158967
"114" "FBgn0000355" 1743.5078878255 1794.0025834257 846.673320192781 1141.44961402543 1055.2950333115 988.41712928109
"115" "FBgn0000356" 319.431027688289 378.281198488337 179.094157811583 253.807526470954 218.808945889119 187.887645944956
"116" "FBgn0000357" 530.267904642161 562.592340700121 251.426202186129 398.332446688839 329.89269029501 349.180554537638
"117" "FBgn0000358" 446.303226576644 511.023188021453 261.517514172731 375.980870557597 334.974178877507 279.745809625347
"118" "FBgn0000359" 503.724847341978 561.412331910441 291.096485300688 369.841695806825 399.0868030908 297.116930443374
"119" "FBgn0000360" 669.728317481972 726.342315754927 384.577392017849 478.797960489271 496.151142500482 392.327671813661
"120" "FBgn0000370" 491.104699358943 465.807014149203 500.307098645513 458.783769249267 453.747661286672 481.2863336825
"121" "FBgn0000376" 12.0985032875382 14.7374054198112 10.7042361871304 11.9434358830923 13.2242405619121 11.7196558675792
"122" "FBgn0000377" 15.9469526585324 18.3344978401652 15.9019846854199 16.2448586704867 16.5187229378933 14.1671673251583
"123" "FBgn0000382" 43.1640050593198 44.1941407031236 43.555448677602 40.784540691421 41.1390712693418 39.5040788955237
"124" "FBgn0000384" 35.7060672357443 42.0908317886193 32.4459041966432 35.709453148008 35.3758927910373 46.3000709230675
"125" "FBgn0000392" 0 0 0 0 0 0
"126" "FBgn0000394" 34.0923437463944 31.7172226321276 36.6937865428504 25.8665203831341 24.8986198985304 25.8652352692263
"127" "FBgn0000395" 5.16849794002684 4.4006844092348 6.55970658574869 5.0957326560233 5.13956572928751 5.26380759833359
"128" "FBgn0000404" 155.392415371892 189.930452641863 133.550561802025 158.450191183827 156.83285830782 174.553765514754
"129" "FBgn0000405" 292.729160915665 385.730503864111 258.067723792058 302.421934563044 295.769506226163 322.593378604298
"130" "FBgn0000406" 286.348456057193 283.283613941775 168.937725084322 410.764336820912 392.467388119325 345.809014036695
"131" "FBgn0000411" 4.12931881708007 3.40004527455348 4.06573760455057 4.70836850697653 4.08594331300404 4.05601019708684
"132" "FBgn0000412" 84.7446987749382 102.434839174782 76.1956591445962 87.7209723789604 85.3913551970927 81.0063480127547
"133" "FBgn0000414" 11.8282083606935 12.8048934325318 11.5871155070401 11.3389155840757 11.371355280074 9.91734273762045
"134" "FBgn0000416" 412.730694574726 418.749807716817 428.940628450154 425.960507368853 429.995738773148 409.72573504737
"135" "FBgn0000422" 26.6283399312304 24.5710407768892 39.7167325894139 29.9879603295801 30.4200972356464 27.1254934447002
"136" "FBgn0000426" 60.1152775633854 75.138707838564 65.8720537889459 65.5927379572181 67.12495796353 66.5446363506891
"137" "FBgn0000427" 86.6736183941708 115.333755929509 89.760173449561 69.1795212352326 83.2628938477594 92.041969165014
"138" "FBgn0000439" 2.15307331347966 1.78932041477164 1.62681536457691 1.53254726536984 1.58996053583962 1.2757840425456
"139" "FBgn0000442" 0 0 0.027973551175421 0 0 0
